id,name,lat,lon,category,subcategory,neighborhood,address,summary,price_range,kid_friendly,visited,rating,website,google_maps_url,tags,notes
sweetings,Sweetings,,,restaurants,restaurant,,,,$$$,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.5/5 (315 reviews)
george-and-vulture,George and Vulture,,,restaurants,restaurant,,,,,,,,,,source:London Historic Restaurants and Pubs,Google rating: 4.4/5 (174 reviews)
the-carlton-tavern,The Carlton Tavern,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.6/5 (587 reviews)
the-duke-of-hamilton,The Duke of Hamilton,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.5/5 (706 reviews)
white-cross,White Cross,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (3,115 reviews)"
mr-fogg-s-tavern,Mr Fogg's Tavern,,,restaurants,cocktail-bar,,,,$$$,,,,,,source:Pubs,"Google rating: 4.5/5 (3,821 reviews)"
the-grazing-goat-pub-boutique-hotel-marylebone,The Grazing Goat Pub & Boutique Hotel Marylebone,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (2,257 reviews)"
the-horniman-at-hays,The Horniman at Hays,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (9,901 reviews)"
the-churchill-arms-kensington,"The Churchill Arms, Kensington",,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (8,341 reviews)"
the-black-horse,The Black Horse,,,attractions,landmark,,91 Church St Whitby YO22 4BH United Kingdom,,,,,,,,source:Pubs,
the-harp-covent-garden,"The Harp, Covent Garden",,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (3,626 reviews)"
the-blue-posts,The Blue Posts,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.2/5 (592 reviews)
piwnica-pod-baranami,Piwnica Pod Baranami,,,restaurants,cocktail-bar,,,,,,,,,,source:Pubs,"Google rating: 4.8/5 (4,534 reviews)"
fez,Fez,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.7/5 (696 reviews)
the-dog-and-duck,The Dog And Duck,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (1,742 reviews)"
the-black-dog-beer-house,The Black Dog Beer House,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.8/5 (1,294 reviews)"
ain-t-nothin-but,Ain't Nothin' But,,,restaurants,cocktail-bar,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (3,930 reviews)"
prince-alfred,Prince Alfred,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (1,746 reviews)"
the-eclipse-inn,The Eclipse Inn,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.3/5 (636 reviews)
lore-of-the-land,Lore of the Land,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (1,405 reviews)"
the-barley-mow-marylebone,THE BARLEY MOW MARYLEBONE,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.4/5 (808 reviews)
the-bald-faced-stag,The Bald Faced Stag,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (1,356 reviews)"
tollingtons,Tollingtons,,,restaurants,restaurant,,,,,,,,,,source:Pubs,Google rating: 4.3/5 (313 reviews)
captain-kidd,Captain Kidd,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (3,027 reviews)"
the-dickens-inn,The Dickens Inn,,,restaurants,restaurant,,,,$$,,,,,,source:Pubs,"Google rating: 4.2/5 (9,124 reviews)"
old-bank-of-england,Old Bank of England,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (5,264 reviews)"
white-swan,White Swan,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (1,847 reviews)"
fuller-s-brewery-shop-tours,Fuller's Brewery Shop & Tours,,,restaurants,pub,,,,,,,,,,source:Pubs,"Google rating: 4.9/5 (1,800 reviews)"
the-red-lion-sun,The Red Lion & Sun,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,Google rating: 4.5/5 (997 reviews)
the-grenadier,The Grenadier,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.6/5 (2,580 reviews)"
the-hand-marigold-free-house,The Hand & Marigold Free House,,,restaurants,pub,,,,$$,,,,,,source:Pubs,Google rating: 4.6/5 (280 reviews)
limon,Limon'è,,,restaurants,ice-cream,,,,,,,,,,source:Pubs,Google rating: 4.6/5 (368 reviews)
the-lord-nelson-burnham-thorpe,"The Lord Nelson, Burnham Thorpe",,,restaurants,cocktail-bar,,,,$$,,,,,,source:Pubs,Google rating: 4.3/5 (318 reviews)
the-vault-1894,The Vault 1894,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.2/5 (1,406 reviews)"
the-mill-house,The Mill House,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (2,674 reviews)"
muswell-hillbilly-brewers-taproom,Muswell Hillbilly Brewers Taproom,,,restaurants,cocktail-bar,,,,$,,,,,,source:Pubs,Google rating: 4.7/5 (169 reviews)
the-plimsoll,The Plimsoll,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.4/5 (1,064 reviews)"
the-faltering-fullback,The Faltering Fullback,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.5/5 (3,356 reviews)"
the-woodbine,The Woodbine,,,restaurants,gastropub,,,,$$,,,,,,source:Pubs,Google rating: 4.6/5 (856 reviews)
the-hole-in-the-wall,The Hole In The Wall,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.1/5 (2,101 reviews)"
punch-judy,Punch & Judy,,,restaurants,pub,,,,$$,,,,,,source:Pubs,"Google rating: 4.3/5 (4,686 reviews)"
american-bar,AMERICAN BAR,,,restaurants,cocktail-bar,,,,$$$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,062 reviews)"
bluebell-railway-sheffield-park-station,"Bluebell Railway - (Sheffield Park, Station)",,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (3,793 reviews)"
sambourne-house,Sambourne House,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (365 reviews)
the-waterway,The Waterway,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.2/5 (2,642 reviews)"
wild-honey-st-james,Wild Honey St James,,,restaurants,restaurant,,,,$$$$,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,031 reviews)"
the-old-buttermarket,The Old Buttermarket,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.2/5 (1,362 reviews)"
first-v2-rocket-memorial,First V2 rocket Memorial,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (7 reviews)
southwick-house,Southwick House,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (186 reviews)
glastonbury-tor,Glastonbury Tor,,,day-trips,countryside,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (1,247 reviews)"
brown-forrest-smokery,Brown & Forrest Smokery,,,restaurants,market,,,,$$,,,,,,source:UK 2023,Google rating: 4.7/5 (242 reviews)
chalbury-food-wine,Chalbury Food & Wine,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (306 reviews)
the-lamb-inn,The Lamb Inn,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,113 reviews)"
the-original-cheddar-cheese-co,The Original Cheddar Cheese Co,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (127 reviews)
cheddar-gorge-and-caves,Cheddar Gorge and Caves,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (9,981 reviews)"
keen-s-cheddar-ltd,Keen's Cheddar Ltd,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (38 reviews)
cheddar-gorge,Cheddar Gorge,,,day-trips,countryside,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,808 reviews)"
ford-farm,FORD FARM,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (56 reviews)
wookey-hole-caves,Wookey Hole Caves,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (8,737 reviews)"
national-trust-cerne-giant,National Trust - Cerne Giant,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,Google rating: 4.2/5 (718 reviews)
christ-church-gate,Christ Church Gate,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (80 reviews)
canterbury-roman-museum,Canterbury Roman Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (631 reviews)
canterbury-cathedral,Canterbury Cathedral,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (14,278 reviews)"
canterbury-castle,Canterbury Castle,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 3.6/5 (316 reviews)
st-augustine-s-abbey,St Augustine's Abbey,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,240 reviews)"
short-road-pizza,Short Road Pizza,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (60 reviews)
original-dubai-shawarma,Original Dubai Shawarma,,,restaurants,restaurant,,,,$,,,,,,source:UK 2023,Google rating: 3.5/5 (47 reviews)
keith-fawkes,Keith Fawkes,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 3.7/5 (57 reviews)
old-spitalfields-market,Old Spitalfields Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (9,796 reviews)"
dennis-severs-house,Dennis Severs' House,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (871 reviews)
lindisfarne-castle,Lindisfarne Castle,,,historic-sites,castle,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (3,483 reviews)"
go-action-forest-paintballing-laser-tag-kids-adventure-camp,GO Action Forest - Paintballing / Laser Tag / Kids Adventure Camp,,,kid-friendly,outdoor-adventure,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (77 reviews)
wordsworth-grasmere,Wordsworth Grasmere,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,270 reviews)"
ely-cathedral,Ely Cathedral,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (6,729 reviews)"
westway-climbing,Westway Climbing,,,kid-friendly,sports,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (442 reviews)
bamburgh-castle,Bamburgh Castle,,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (18,426 reviews)"
national-museum-of-scotland,National Museum of Scotland,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (56,403 reviews)"
shambles-market,Shambles Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (14,354 reviews)"
shambles,Shambles,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (1,605 reviews)"
wistman-s-wood,Wistman's Wood,,,day-trips,countryside,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (872 reviews)
magic-roundabout,Magic Roundabout,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.0/5 (31 reviews)
samuel-smith-s-brewery,Samuel Smith's Brewery,,,restaurants,pub,,,,,,,,,,source:UK 2023,Google rating: 2.7/5 (147 reviews)
grays-antique-market,Grays Antique Market,,,attractions,landmark,,,,$$$,,,,,,source:UK 2023,Google rating: 4.1/5 (306 reviews)
oliver-s-village-caf,Oliver's Village Café,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (515 reviews)
au-plat-d-etain,Au Plat d'Etain,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (45 reviews)
schnitzel-heaven,Schnitzel Heaven,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.9/5 (2,536 reviews)"
broadway-tower,Broadway Tower,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (6,559 reviews)"
national-trust-dover-s-hill,National Trust - Dover's Hill,,,day-trips,countryside,,,,$$,,,,,,source:UK 2023,Google rating: 4.7/5 (554 reviews)
national-trust-hidcote,National Trust - Hidcote,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (4,714 reviews)"
berry-bros-rudd-wine-shop,Berry Bros. & Rudd Wine Shop,,,attractions,landmark,,,,$$$,,,,,,source:UK 2023,Google rating: 4.6/5 (613 reviews)
bront-parsonage-museum,Brontë Parsonage Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (3,328 reviews)"
whitby-beach,Whitby Beach,,,day-trips,coast,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (6,985 reviews)"
salvino,Salvino,,,restaurants,market,,,,$,,,,,,source:UK 2023,Google rating: 4.6/5 (422 reviews)
bali-bali,Bali Bali,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.5/5 (936 reviews)
new-forest-national-park,New Forest National Park,,,day-trips,national-park,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (24,443 reviews)"
robin-hood-s-bay,Robin Hood's Bay,,,attractions,landmark,,United Kingdom,,,,,,,,source:UK 2023,
hadrian-s-wall,Hadrian's Wall,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (6,133 reviews)"
beigel-bake,Beigel Bake,,,restaurants,bakery,,,,$,,,,,,source:UK 2023,"Google rating: 4.4/5 (14,120 reviews)"
caf-japan,Café Japan,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.7/5 (429 reviews)
jonkers-rare-books,Jonkers Rare Books,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (29 reviews)
brunel-tunnel-under-river-thames,Brunel Tunnel Under River Thames,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 3.9/5 (8 reviews)
bread-street-kitchen-bar-limehouse,Bread Street Kitchen & Bar - Limehouse,,,restaurants,restaurant,,,,,,,,,,source:UK 2023,"Google rating: 4.1/5 (3,352 reviews)"
john-paul-jones-monument,John Paul Jones Monument,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (2 reviews)
crab-museum,Crab Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.9/5 (597 reviews)
the-devonshire-grassington,The Devonshire Grassington,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.3/5 (1,597 reviews)"
milroy-s-of-soho,Milroy's of Soho,,,restaurants,cocktail-bar,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (1,093 reviews)"
hedonism-wines,Hedonism Wines,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (1,451 reviews)"
travis-emery-music-bookshop,Travis & Emery Music Bookshop,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (135 reviews)
historic-cable-gear-at-enderby-wharf,Historic Cable Gear at Enderby Wharf,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (2 reviews)
spitfire-hurricane-memorial-museum,Spitfire & Hurricane Memorial Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,432 reviews)"
amathus-south-kensington,Amathus South Kensington,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.9/5 (35 reviews)
clifton-nurseries,Clifton Nurseries,,,attractions,garden,,,,$$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,384 reviews)"
the-world-of-james-herriot,The World Of James Herriot,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (2,568 reviews)"
national-trust-treasurer-s-house-york,"National Trust - Treasurer's House, York",,,attractions,museum,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,269 reviews)"
city-wall-walk,City Wall Walk,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (48 reviews)
york-minster,York Minster,,,historic-sites,medieval,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (23,409 reviews)"
national-railway-museum-york,National Railway Museum York,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (30,673 reviews)"
puzzlewood,Puzzlewood,,,day-trips,countryside,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (4,283 reviews)"
breadline-cafe,Breadline Cafe,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.3/5 (609 reviews)
graam-bangla,Graam Bangla,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.7/5 (1,896 reviews)"
mestizo-mexican-restaurant-tequila-bar,Mestizo Mexican Restaurant & Tequila Bar,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (8,992 reviews)"
bar-douro-london-bridge,Bar Douro London Bridge,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,938 reviews)"
battle-of-barnet-monument,Battle of Barnet Monument,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (38 reviews)
regency-cafe,Regency Cafe,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,"Google rating: 4.7/5 (4,695 reviews)"
bar-italia,Bar Italia,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,"Google rating: 4.2/5 (2,124 reviews)"
hemswell-antique-centres,Hemswell Antique Centres,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,883 reviews)"
dunn-s-bakery,Dunn's Bakery,,,restaurants,bakery,,,,$,,,,,,source:UK 2023,Google rating: 4.5/5 (455 reviews)
les-grands-buffets,Les Grands Buffets,,,restaurants,restaurant,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (33,072 reviews)"
the-william-morris-society,The William Morris Society,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (75 reviews)
andy-s-maritime-antiques-and-army-surplus-store,Andy's Maritime Antiques And Army Surplus Store,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (63 reviews)
white-wells,White Wells,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (236 reviews)
all-saints-church-minstead,"All Saints' Church, Minstead.",,,historic-sites,medieval,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (97 reviews)
the-trusty-servant-inn,The Trusty Servant Inn,,,restaurants,pub,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,665 reviews)"
clavell-tower,Clavell Tower,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (190 reviews)
badbury-rings,Badbury Rings,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,Google rating: 4.7/5 (922 reviews)
magna-carta-island,Magna Carta Island,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.2/5 (5 reviews)
crosby-hall,Crosby Hall,,,attractions,landmark,,Cheyne Walk London SW3 5AZ United Kingdom,,,,,,,,source:UK 2023,
promenade,Promenade,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.0/5 (2 reviews)
samad-al-iraqi-restaurant,Samad Al Iraqi Restaurant,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.3/5 (1,876 reviews)"
charles-dickens-museum,Charles Dickens Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (2,530 reviews)"
word-on-the-water-the-london-bookbarge,Word On The Water - The London Bookbarge,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.8/5 (1,409 reviews)"
the-hut-by-the-heath,The Hut by The Heath,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 5.0/5 (259 reviews)
aberaeron,Aberaeron,,,attractions,landmark,,United Kingdom,,,,,,,,source:UK 2023,
haggard-alley,Haggard Alley,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.5/5 (93 reviews)
the-tea-garden,The Tea Garden,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,Google rating: 4.1/5 (665 reviews)
bloom-graze-ltd,Bloom & Graze Ltd,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.7/5 (109 reviews)
the-great-glen-jd-wetherspoon,The Great Glen - JD Wetherspoon,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.0/5 (4,476 reviews)"
but-first-coffee,"But First, Coffee",,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.7/5 (194 reviews)
finsbury-park-cafe,Finsbury Park Cafe,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.1/5 (834 reviews)
west-reservoir-cafe,West Reservoir Cafe,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.4/5 (86 reviews)
the-deli-warehouse,The Deli Warehouse,,,restaurants,market,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (164 reviews)
the-tamil-prince,The Tamil Prince,,,restaurants,restaurant,,,,$$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (2,186 reviews)"
the-tamil-crown,The Tamil Crown,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.4/5 (1,203 reviews)"
diana-memorial-playground,Diana Memorial Playground,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (5,100 reviews)"
volk-s-electric-railway,Volk's Electric Railway,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (745 reviews)
the-record-album,The Record Album,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (69 reviews)
north-laine-bazaar,North Laine Bazaar,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (6,645 reviews)"
julien-plumart,Julien Plumart,,,restaurants,bakery,,,,$$,,,,,,source:UK 2023,Google rating: 4.6/5 (887 reviews)
granny-s-caf,Granny's Café,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.9/5 (197 reviews)
vios-caf,Vios Café,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.8/5 (315 reviews)
ikigai-coffee,Ikigai Coffee,,,restaurants,cafe,,,,$,,,,,,source:UK 2023,Google rating: 4.9/5 (413 reviews)
brighton-palace-pier,Brighton Palace Pier,,,kid-friendly,theme-park,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (36,947 reviews)"
royal-pavilion,Royal Pavilion,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (13,180 reviews)"
brighton-toy-and-model-museum,Brighton Toy and Model Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (612 reviews)
ida,Ida,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,Google rating: 4.5/5 (578 reviews)
the-parakeet-pub,The Parakeet Pub,,,restaurants,pub,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,040 reviews)"
the-pineapple,The Pineapple,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,793 reviews)"
alexandra-palace,Alexandra Palace,,,attractions,landmark,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (23,405 reviews)"
ure-museum-of-greek-archaeology,Ure Museum of Greek Archaeology,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (76 reviews)
the-dawn-seal,The Dawn Seal,,,restaurants,cafe,,,,$$,,,,,,source:UK 2023,Google rating: 4.8/5 (113 reviews)
museum-of-cambridge,Museum of Cambridge,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.3/5 (300 reviews)
porters-lodge-peterhouse,Porters' Lodge Peterhouse,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 5.0/5 (1 reviews)
trinity-hall-cambridge,Trinity Hall Cambridge,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (91 reviews)
pembroke-college,Pembroke College,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (187 reviews)
the-engineer-s-house,The Engineer's House,,,restaurants,cocktail-bar,,,,$$,,,,,,source:UK 2023,Google rating: 4.5/5 (106 reviews)
cambridge-punters,Cambridge Punters,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.8/5 (540 reviews)
leadenhall-market,Leadenhall Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.4/5 (22,378 reviews)"
monument-to-the-great-fire-of-london,Monument to the Great Fire of London,,,historic-sites,memorial,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (13,525 reviews)"
sedgwick-museum-of-earth-sciences,Sedgwick Museum of Earth Sciences,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (989 reviews)
the-polar-museum,The Polar Museum,,,attractions,museum,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (692 reviews)
newton-s-apple-tree,Newton's Apple Tree,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,220 reviews)"
university-museum-of-zoology,University Museum Of Zoology,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (2,232 reviews)"
bridge-of-sighs,Bridge of Sighs,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (810 reviews)
il-posto,Il Posto,,,restaurants,restaurant,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (1,560 reviews)"
herts-baseball-club-grovehill-ballpark,Herts Baseball Club Grovehill Ballpark,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.6/5 (77 reviews)
annunciation-marble-arch,"Annunciation, Marble Arch",,,historic-sites,medieval,,,,,,,,,,source:UK 2023,Google rating: 4.4/5 (34 reviews)
st-margaret-s-beach,St Margaret's Beach,,,day-trips,coast,,,,,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,293 reviews)"
the-white-horse,The White Horse,,,restaurants,pub,,,,$$,,,,,,source:UK 2023,"Google rating: 4.6/5 (1,361 reviews)"
national-trust-the-white-cliffs-of-dover,National Trust - The White Cliffs of Dover,,,attractions,landmark,,,,$$,,,,,,source:UK 2023,"Google rating: 4.8/5 (6,498 reviews)"
dover-castle,Dover Castle,,,historic-sites,castle,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (17,077 reviews)"
operation-dynamo-rescue-from-dunkirk,Operation Dynamo: Rescue From Dunkirk,,,attractions,landmark,,,,,,,,,,source:UK 2023,Google rating: 4.7/5 (241 reviews)
national-trust-sutton-hoo,National Trust - Sutton Hoo,,,day-trips,national-park,,,,$$,,,,,,source:UK 2023,"Google rating: 4.5/5 (4,589 reviews)"
thetravelmuseum,TheTravelMuseum,,,attractions,museum,,,,,,,,,,source:UK 2023,
the-historic-dockyard-chatham,The Historic Dockyard Chatham,,,attractions,museum,,,,,,,,,,source:UK 2023,"Google rating: 4.7/5 (5,595 reviews)"
portobello-road-market,Portobello Road Market,,,restaurants,market,,,,,,,,,,source:UK 2023,"Google rating: 4.5/5 (28,168 reviews)"
